id,occurrences,volumes,source_families,source_note,sample_documents
b642407e56c4,1,frus1981-88v01,Department of State - Central Foreign Policy File,"Source: Public Papers: Reagan, 1982 , Book I, pp. 580–586. All brackets are in the original. The President spoke at 3:23 p.m. in the Reagan Physical Education Center. The Department provided the text of talking points outlining the major themes of the President’s address to all European diplomatic posts in telegram 127094, May 11. (Department of State, Central Foreign Policy File, Electronic Telegrams, D820245–0130) In his personal diary entry for May 9, the President wrote: “Left at 1:20 for Peoria. Helicoptered right to the Reagan field house at Eureka—donned robe and addressed the graduation gathering class of ’82. Used the occasion to launch our START program for reducing nuclear weapons for Russia & U.S. It was well received. Helicoptered back to Peoria—met with Class of ’32 reunion (my class). A big turnout considering only 37 remain alive out of 45. Then met with Scholarship Committee raising funds for program in my name.” (Brinkley ed., The Reagan Diaries , vol. I, January 1981–October 1985, p. 130)",frus1981-88v01/d99
506463369d7a,1,frus1981-88v01,Public/Printed Source,"Source: Public Papers: Reagan, 1982 , Book I, pp. 742–748. All brackets are in the original. The President spoke at 12:14 p.m. in the Royal Gallery at the Palace of Westminster.",frus1981-88v01/d104
841d9d03b6b8,1,frus1981-88v01,Economic/Assistance Agency Records,"Source: Public Papers: Reagan, 1982 , Book I, pp. 784–789. The President spoke at 11:02 a.m. in the General Assembly Hall. In his personal diary entry for June 17, the President wrote: “This was a day in N.Y. This morning I addressed the U.N. General Assembly. Ambassador Gromyko did not applaud. I said some blunt things about the Soviet U. that needed saying. They were not well received by the large segment which usually votes against the U.S. & with the U.S.S.R. On the other hand, I think my talk added to the results of the trip to Europe & was a plus.” (Brinkley, ed., The Reagan Diaries , vol. I, January 1981–June 1985, p. 137)",frus1981-88v01/d106
309a7534e262,1,frus1981-88v01,Reagan Library - Shultz/Hoover/Private Copies,"Source: Public Papers: Reagan, 1982 , Book II, pp. 1093–1097. The President spoke at 6 p.m. from the studios of KNBC–TV. The address was broadcast live on nationwide radio and television networks. Shultz later recounted that, prior to the speech, he took part in “a large press briefing in the Loy Henderson Auditorium at the State Department. The atmosphere was tense with anticipation. This was my first major substantive experience with the press since confirmation. They had copies of the president’s speech, embargoed until after delivery. My briefing was piped live to the press corps accompanying the president in California, all this in an effort to present a coherent and consistent picture of the president’s peace plan.” (Shultz, Turmoil and Triumph , p. 96) The Department sent the transcript of the background briefing to all diplomatic and consular posts in telegram 247598, September 2. (Department of State, Central Foreign Policy File, Electronic Telegrams, D820457–0082)",frus1981-88v01/d116
0f0053fb5669,1,frus1981-88v01,Economic/Assistance Agency Records,"Source: Public Papers: Reagan, 1983 , Book I, pp. 102–110. All brackets are in the original. The President spoke at 9:03 p.m. in the House Chamber of the Capitol. The address was broadcast live on nationwide radio and television networks. In his personal diary entry for January 25, the President wrote: “St. of the U. went well. Dems. followed it on networks with a film made weeks ago. They goofed—their supposed rebuttal turned out to be an advocacy of things I’d said we were going to do—interrupted here & there with charges that I was against such things. ABC did a before the speech & after-poll. I rose 15 points in approval by the end of the speech.” (Brinkley, ed., The Reagan Diaries , vol. I, January 1981–October 1985, p. 192)",frus1981-88v01/d139
05f839e15164,1,frus1981-88v01,Economic/Assistance Agency Records,"Source: Public Papers: Reagan, 1983 , Book I, pp. 437–443. The President spoke at 8:02 p.m. from the Oval Office. His address was broadcast live on nationwide radio and television networks. In his personal diary entry for March 23, the President wrote: “The big thing today was the 8 P.M. T.V. speech on all networks about the Nat. Security. We’ve been working on the speech for about 72 hrs. & right down to deadline. We had a group in for dinner at the W.H. I didn’t join them except before dinner a few words of welcome. Nancy & I then dined early upstairs. The group included several former Secs. of State, Nat. Security Advisors, distinguished Nuclear scientists, the Chiefs of staff etc. I did the speech from the Oval office at 8 & then joined the party for coffee. I guess it was O.K. they all praised it to the sky & seemed to think it would be a source of debate for some time to come. I did the bulk of the speech on why our arms build up was necessary & then finished with a call to the Science community to join me in research starting now to develop a defensive weapon that would render nuclear missiles obsolete. I made no optimistic forecasts—said it might take 20 yrs. or more but we had to do it. I felt good.” (Brinkley, ed., The Reagan Diaries , vol. I, January 1981–October 1985, p. 209) For Shultz’s assessment of the planning of the address, see Turmoil and Triumph , pp. 249–261. According to Shultz, “It was a stunning and dramatic speech. It expressed a deep vision: we had painted ourselves into a corner with the concept of Mutual Assured Destruction, and the president proposed a way out.” (Ibid., p. 258)",frus1981-88v01/d145
c4d8abf37e8f,1,frus1981-88v01,Public/Printed Source,"Source: Public Papers: Reagan, 1983 , Book I, pp. 479–484. All brackets are in the original. The President spoke at 12:55 p.m. in the International Ballroom at the Beverly Hilton Hotel at a luncheon hosted by the Los Angeles World Affairs Council. For the text of the question-and-answer session following the President’s remarks, see ibid., pp. 484–486.",frus1981-88v01/d146
1cfe96dd550d,1,frus1981-88v01,Reagan Library - NSC Institutional/Executive Secretariat Files,"Source: Public Papers: Reagan, 1983 , Book I, pp. 601–607. All brackets are in the original. The President spoke at 8:04 p.m. in the House Chamber of the Capitol. His address was broadcast live on nationwide radio and television. In telegram 116818 to all American Republic and European diplomatic posts, April 28, the Department sent “highlights of the President’s address,” noting that “full text as delivered, as well as Spanish and French translations, are on Wireless Files.” (Department of State, Central Foreign Policy File, Electronic Telegrams, D830237–0725) Additional documentation regarding the address is in the Reagan Library, WHORM: Subject File, Speeches, SP 283–22 Central America (In Person) [Address Before a Joint Session of Congress] 04/27/1983, and Reagan Library, Executive Secretariat, NSC Subject File, Speech File, Presidential—Presidential Speeches (November 1981–March 1982). In his personal diary entry for April 27, the President wrote: “8 P.M. —addressed Joint Session of Cong. & gave speech we’ve all been working on. Got 3 standing ovations with some Demos. on 2, & all of them on the 3rd. That was on the line that we had no intention of sending troops to Central America. I think we scored well with the T.V. audience.” (Brinkley, ed., The Reagan Diaries , vol. I, January 1981–October 1985, p. 220)",frus1981-88v01/d152
c4bb42811e0a,1,frus1981-88v01,Economic/Assistance Agency Records,"Source: Public Papers: Reagan, 1983 , Book II, pp. 1350–1354. The President spoke at 10:34 a.m. in the General Assembly Hall at the United Nations. In his personal diary entry for September 26, the President wrote: “Put on my iron undershirt & off to the U.N. Gen. Assembly. It seems many of its members carry weapons. The speech was very well received. Mrs. de Cuellar said it got the most applause of any U.S. presidential address to the U.N. The theme was arms reduction & peace.” (Brinkley, ed., The Reagan Diaries , vol. I, January 1981–October 1985, p. 268) In a September 24 radio address broadcast around the world, the President provided an overview of his upcoming UN address. He began his remarks by stating: “In 2 days I will be going to the United Nations General Assembly to speak for a cause that people everywhere carry close to their hearts—the cause of peace. This subject is so important I wanted to share our message with a larger audience than I usually address each Saturday afternoon in the United States. So today I’m speaking directly to people everywhere, from Los Angeles to New Delhi, Cairo, Bangkok, and I’m attempting to speak directly to the people of the Soviet Union. I’d like to talk about ideas and feelings all of us share which I intend to communicate to the United Nations on Monday [September 26].” ( Public Papers: Reagan, 1983 , Book II, p. 1343)",frus1981-88v01/d169
22f1de0c956f,1,frus1981-88v01,Department of State - Central Foreign Policy File,"Source: Public Papers: Reagan, 1983 , Book II, pp. 1574–1579. All brackets are in the original. The President spoke at 9:35 a.m. in the Assembly Hall of the House of Representatives at the National Diet Building. The President visited Japan, November 9–12, and South Korea, November 12–14. Documentation on the President’s trip is scheduled for publication in Foreign Relations , 1981–1988, vol. XXX, Japan; Korea, 1981–1984 . In telegram 22093 from Tokyo, November 12, Mansfield stated: “The President’s visit can only be described as having left Japan glowing. As a result of his historic Diet speech, meetings with the Prime Minister and other activities, all Japan is quoting him, praising him, and looking forward to working together with us.” (Department of State, Central Foreign Policy File, Electronic Telegrams, D830664–0546)",frus1981-88v01/d175
87d151861de1,1,frus1981-88v01,Reagan Library - NSC Institutional/Executive Secretariat Files,"Source: Public Papers: Reagan, 1984 , Book I, pp. 40–44. The President spoke at 10 a.m. in the East Room at the White House. A transcript of the address is printed in the New York Times , January 17, 1984, p. A8. Additional documentation concerning the address is in the Reagan Library, WHORM: Subject File, Speeches, SP 833, Soviet/U.S. Relations, White House, Washington, DC 01/16/1984 200000–204999, and Reagan Library, Executive Secretariat, NSC Subject File, Public Affairs (January 1984–March 1984). In his personal diary entry for January 16, the President wrote: “Staff & N.S.C. meetings but the day really began in the East room at 10:00 A.M. when I went live on T.V. worldwide with address on Soviet-U.S. relations. The press, especially T.V. is now trying to explain the speech as pol. etc. The speech was carefully crafted by all of us to counter Soviet propaganda that we are not sincere in wanting arms reductions or peace. It {therefore} was low key and held the door open to the Soviets if they mean what they say about loving peace to walk in.” (Brinkley, ed., The Reagan Diaries , vol. I, January 1981–October 1985, p. 308; braces are in the original)",frus1981-88v01/d182
4d5b1bd0f1a8,1,frus1981-88v01,Public/Printed Source,"Source: Public Papers: Reagan, 1984 , Book I, pp. 477–485. All brackets are in the original. The President addressed the National Leadership Forum of the Center for Strategic and International Studies of Georgetown University at the International Club at 9:57 a.m.",frus1981-88v01/d192
9b50b5223fd7,1,frus1981-88v01,Reagan Library - White House Staff/Office Files,"Source: Public Papers: Reagan, 1984 , Book II, pp. 1027–1028. The President spoke at 1:50 p.m. in the East Room at the White House. On July 10, the White House Office of Public Affairs released a White House Talking Points memorandum, entitled “Food for Peace Marks Record Year.” (Reagan Library, WHORM: Subject File, Commodities (CM) CM 003 Food and Kindred Products (100000–299999) ) In telegram 205676 to USUN, the Mission in Geneva, and Vienna, July 17, the Department repeated the text of telegram 205676 to Rome, July 13, which included the advance text of the President’s remarks. (Department of State, Central Foreign Policy File, Electronic Telegrams, D840448–0123)",frus1981-88v01/d200
9ce659cb2bbf,1,frus1981-88v01,Department of State - Central Foreign Policy File,"Source: Public Papers: Reagan, 1985 , Book I, pp. 581–588. All brackets are in the original. The President spoke at 2:35 in the assembly chamber at the Palais de l’Europe. He was introduced by Pierre Pflimlin, President of the European Parliament. Following the address, the President met with Marcelino Oreja, Secretary General of the Council of Europe. In telegram Secto 9029 from the Secretary’s Delegation in Madrid, May 8, the delegation transmitted the text of a fact sheet regarding the President’s address. (Department of State, Central Foreign Policy File, Electronic Telegrams, D850320–0031) In his personal diary entry for May 8, the President wrote: “I was aware that 38 members [of the European Parliament] out of the 434 had voted that I shouldn’t be allowed to speak, so was not surprised when I was greeted with something of a demonstration. I am the 1st Am. Pres. to ever address the E.P. The pol. coloration of the demonstrators was obvious. They reacted to any criticism of the Soviets—held up signs about Nicaragua etc. I felt it necessary to direct a few comments their way which brought ovations from the majority. My theme was ‘Freedom works,’ and I recognized the near miracle that the Parliament represents.” (Brinkley, ed., The Reagan Diaries , vol. I, January 1981–October 1985, p. 456)",frus1981-88v01/d240
0e574ab45a3c,1,frus1981-88v01,Department of State - Central Foreign Policy File,"Source: Public Papers: Reagan, 1985 , Book II, pp. 1285–1290. The President spoke at 10:08 a.m. in the General Assembly Hall at the United Nations. In telegram 327196, October 24, to all diplomatic and consular posts, the Department transmitted the text of the President’s address. (Department of State, Central Foreign Policy File, Electronic Telegrams, D850759–0710) Documentation concerning the drafting of the address is in the Department of State, Executive Secretariat, S/P Files, Memoranda and Correspondence from the Director of the Policy Planning Staff to the Secretary and Other Seventh Floor Principals: Lot 89D149, S/P Chrons 8/1–31/85, and Department of State, Executive Secretariat, S/P Files, Memoranda and Correspondence from the Director of the Policy Planning Staff to the Secretary and Other Seventh Floor Principals: Lot 89D149, S/P Chrons 9/1–30/85. In his personal diary entry for October 24, the President wrote: “This was the big day. Nancy & I went over to the U.N. I addressed the Gen. Assembly & a few thousand U.N. guests. I had to wear my iron undershirt. [. . .] a sizeable group of reps. carry guns. The U.N. refuses to allow any magnetometering or checking of briefcases. My speech went over extremely well. In fact veterans at the U.N. said no western speaker had ever gotten such a warm applause. It was broadcast live & we all agreed that the crowds on the street had been affected by it—they were cheering like for a Super bowl.” (Brinkley, ed., The Reagan Diaries , vol. I, January 1981–October 1985, p. 509; brackets in the original)",frus1981-88v01/d253
44c854a2ed3e,1,frus1981-88v01,Public/Printed Source,"Source: Public Papers: Reagan, 1985 , Book II, pp. 1388–1391. The President spoke at 8 p.m. from the Oval Office. His address was broadcast live on nationwide radio and television. In his personal diary entry for November 14, the President wrote: “Tonite on T.V. nationwide to tell the people some of our ideas as we leave for the summit Sat. It went well & the phone calls are about 6 to 1 favorable.” (Brinkley, ed., The Reagan Diaries , vol. II, November 1985–January 1989, p. 540)",frus1981-88v01/d255
7ba800c130c4,1,frus1981-88v01,Department of State - Central Foreign Policy File,"Source: Public Papers: Reagan, 1986 , Book II, pp. 1546–1548. The President spoke at 8:01 p.m. from the Oval Office. His address was broadcast live on nationwide radio and television. In telegram 355902 to all Near Eastern and South Asian diplomatic posts, November 14, the Department transmitted the text of the President’s address. (Department of State, Central Foreign Policy File, Electronic Telegrams, D860869–0106) In his personal diary entry for November 13, the President noted: “1st order of business—I will go on T.V. at 8 P.M. tonite and reply to the ridiculous falsehoods the media has been spawning for the last 10 days.” (Brinkley, ed., The Reagan Diaries , vol. II, November 1985–January 1989, p. 657) On November 6, the Washington Post reported that the United States had shipped military supplies to Iran following secret discussions McFarlane and other U.S. officials had had with the Iranian leaders. Iranian officials had revealed earlier that week that McFarlane had visited Tehran recently to discuss the hostages and urge “Iran to halt its support of terrorism and work toward an end to the Iraq-Iran war.” (Walter Pincus, “Secret Talks With Iran Described: 3 Hostages Freed Over 14 Months Of Negotiations,” Washington Post , pp. A1, A37)",frus1981-88v01/d281
bea8d416488d,1,frus1981-88v01,Public/Printed Source,"Source: Public Papers: Reagan, 1986 , Book II, pp. 1607–1608. The President spoke at 12:06 p.m. In his personal diary entry for December 6, the President noted, “Radio script was on Iran. I admitted there were mistakes in the implementing of policy but not in the policy itself.” (Brinkley, ed., The Reagan Diaries , vol. II, November 1985–January 1989, p. 665)",frus1981-88v01/d286
a696dd0726e2,1,frus1981-88v01,Economic/Assistance Agency Records,"Source: Public Papers: Reagan, 1987 , Book I, pp. 208–211. The President delivered his address at 9 p.m. from the Oval Office. The address was broadcast live on nationwide radio and television. In a personal diary entry for March 4, the President commented: “Our Wedding anniversary. Nancy says my speech tonite is her present from me.” He also wrote: “Nancy surprised me by joining me for lunch in the study. After lunch a brief huddle with Howard, Stu S., Dick W. & Landon Parvin about the speech & upstairs to wait for 9 P.M. The speech was exceptionally well rcv’d. & phone calls (more than any other speech) ran 93% favorable. Even the T.V. bone pickers who follow the speech with their commentaries said nice things about it.” (Brinkley, ed., The Reagan Diaries , vol. II, November 1985–January 1989, p. 696)",frus1981-88v01/d293
be260d9be0eb,1,frus1981-88v01,Public/Printed Source,"Source: Public Papers: Reagan, 1987 , Book I, pp. 581–582. The President spoke to reporters at 1:46 p.m. in the Briefing Room at the White House.",frus1981-88v01/d302
81d120c53b46,1,frus1981-88v01,Reagan Library - Staff/Subject/Directorate Files,"Source: Public Papers: Reagan, 1987 , Book I, pp. 634–637. All brackets are in the original. The President spoke at 2:20 p.m. at the Brandenburg Gate. Documentation regarding the drafting of the address, including NSC revisions, is in the Reagan Library, Peter Rodman Files, NSC Chron File, Chron 05/21/1987–05/31/1987. In his personal diary entry for June 12, the President recalled: “Then it was on to the Brandenburg gate where I addressed tens & tens of thousands of people—stretching as far as I could see. I got a tremendous reception—interrupted 28 times by cheers.” (Brinkley, ed., The Reagan Diaries , vol. II, November 1985–January 1989, p. 735) Telegram 2132 from the Mission in Berlin, June 15, provided an overview of the President’s visit, noting that the “official police count of the crowd for the President’s speech was a noisy and flag-waving 20,000, not including several hundred people in East Berlin who tried to catch a glimpse of the proceedings. Governing Mayor Diepgen and Chancellor Kohl spoke first, thanking the U.S. for its commitment to Berlin and, in Kohl’s words, emphasizing that the Wall could not be history’s final answer to the German Question.” (Department of State, Central Foreign Policy File, Electronic Telegrams, D870469–0420)",frus1981-88v01/d303
c0e0f7e75312,1,frus1981-88v01,Foreign/International Organization Records,"Source: Public Papers: Reagan, 1987 , Book II, pp. 1058–1063. The President spoke at 11:02 a.m. in the General Assembly Hall at the United Nations. Following his address, the President met with Pérez de Cuellar before meeting with allied foreign ministers and with Junejo, Nakasone, and Arévalo.",frus1981-88v01/d310
5e9b0863855e,1,frus1981-88v01,Department of State - Lot/Executive Secretariat/Office Files,"Source: Public Papers: Reagan, 1987 , Book II, pp. 1303–1306. All brackets are in the original. The President spoke at 1:39 p.m. at a luncheon in the Jefferson Room at the Department of State. In his personal diary entry for November 9, the President wrote: “After lunch a drop by the St. Dept. lunch for meeting of ‘Org. of Am. States’ leaders. Another speech—well recv’d. Wed. they’ll have Ortega of Nicaragua—he was a good part of my speech.” (Brinkley, ed., The Reagan Diaries , vol. II, November 1985–January 1989, p. 797)",frus1981-88v01/d312
de6b45923f42,1,frus1981-88v01,Public/Printed Source,"Source: Public Papers: Reagan, 1987 , Book II, pp. 1501–1504. The President spoke at 9:01 p.m. from the Oval Office. His remarks were broadcast live on nationwide radio and television.",frus1981-88v01/d314
8d78412a4acf,1,frus1981-88v01,Foreign/International Organization Records,"Source: Public Papers: Reagan, 1987 , Book II, pp. 977–982. All brackets are in the original. The President spoke at 1:02 p.m. at a luncheon in the Los Angeles Ballroom at the Century Plaza Hotel. His remarks were broadcast live via satellite to a conference on U.S-Soviet relations held in Chautauqua, New York.",frus1981-88v01/d306
125667ff16be,1,frus1981-88v01,Public/Printed Source,"Source: Public Papers: Reagan, 1988–1989 , Book I, pp. 552–556. All brackets are in the original. The President spoke at 12:51 p.m. in the Grand Ballroom of the Palmer House Hotel before the National Strategy Forum. The text of the question-and-answer session following the President’s remarks is ibid., pp. 556–558.",frus1981-88v01/d323
4f8c1eeb096d,1,frus1981-88v01,Public/Printed Source,"Source: Public Papers: Reagan, 1988–1989 , Book I, pp. 683–688. All brackets are in the original. The President spoke at 4:10 p.m. in the Lecture Hall at Moscow State University. The text of the question-and-answer session that followed the President’s remarks is ibid., pp. 688–692. The Moscow summit meeting between the President and Gorbachev took place May 29–June 2. See footnote 5, Document 318 .",frus1981-88v01/d326
d2bb225b1d66,1,frus1981-88v01,Public/Printed Source,"Source: Public Papers: Reagan, 1988–1989 , Book II, pp. 1631–1638. All brackets are in the original. The President spoke at 10:35 a.m. at Cabell Hall at the University of Virginia. The text of the question and answer session following the President’s remarks is ibid., pp. 1638–1641. In his personal diary entry for December 16, the President wrote: “The old school abounds with tradition & the spirit of Thomas Jefferson who founded the U. I addressed about 700 students in an historic old hall introduced by the U. Pres. Sen. John Warner, Cong.man Slaughter & Gov. Baliles were on the Dais. After my speech which was carried live by CNN & outside to the whole Student body—I took 6 Q’s. It was a tremendous success.” (Brinkley, ed., The Reagan Diaries , vol. II, November 1985–January 1989, pp. 995–996)",frus1981-88v01/d333
3547f921b951,1,frus1981-88v01,Public/Printed Source,"Source: Public Papers: Reagan, 1988–1989 , Book II, pp. 1718–1723. All brackets are in the original. The President spoke at 9:02 p.m. from the Oval Office. His address was broadcast live on nationwide radio and television networks.",frus1981-88v01/d335
a5f04be91c57,1,frus1981-88v01,Reagan Library - White House Staff/Office Files,"Source: Reagan Library, 1980 Transition Papers, Deputy Director for Executive Branch Management (William Timmons), Issues Clusters, National Security (D. Abshire), National Security Group (Abshire)—Department of State—Final Report 12/22/80 Vol. I (1/6). No classification marking. Volume I of the report includes the Team Director’s Overview and Summary and Tabs A–G. Volume II includes Tabs M–S and is in the Reagan Library, 1980 Transition Papers, Deputy Director for Executive Branch Management (William Timmons), Issues Clusters, National Security (D. Abshire), National Security Group (Abshire)—Department of State—Final Report 12/22/80 Vol. II. All tabs are attached but not printed. Before the inauguration, the Reagan transition team established an Office of Executive Branch Management headed by Timmons. Robert Neumann served as the team leader for the Department of State Transition Team and reported to Abshire, the team leader for national security affairs. In addition to Neumann, the members of the State Transition Team were Adelman, Brower, Codevilla, Crocker, Drischler, Hackett, McFarlane, Pipes, Rashish, Sanjuan, Stern, Tiller, Weiss, Winsor, and Zapanta.",frus1981-88v01/d17
2bd8a9026619,1,frus1981-88v01,Reagan Library - White House Staff/Office Files,"Source: Reagan Library, 1980 Transition Papers, Foreign Policy (Richard Allen), [Foreign Policy Advisory Board—Meeting, 11/21/1980—Participant Binders—Allen]. No classification marking. Eyes Only. The paper printed here is Tab I of Allen’s binder, prepared in advance of the Board’s first meeting on November 21. An agenda, a press release, and Tabs II and III, consisting of undated papers outlining issues requiring a position prior to the inauguration and policy initiatives requiring reorganization, are attached but not printed. Tab IV, a report for President-elect Reagan, is not attached. No minutes of the meeting have been found. An October 25 news release issued by the Reagan-Bush Committee announced that Reagan had appointed an interim foreign policy advisory committee designed to “monitor and assess international developments through the inauguration on January 20.” The board members were: Allen, Howard Baker, Casey, Clements, Ford, Haig, Kirkpatrick, Kissinger, McCloy, Eugene Rostow, Rumsfeld, Shultz, Tower, and Weinberger. (Reagan Library, White House Office of Speechwriting, Research Office, 1980 Campaign File, Campaign and Pre-Presidential Speeches, 1979–1981, 10/25/1980 Interim Foreign Policy Advisory Committee)",frus1981-88v01/d16
57c69327ff56,1,frus1981-88v41,Other archival source,"Source: Reagan Library, 1985 SYS 4 INT, 40201–40250. Secret. Sent for information. Soos initialed for Ringdahl. A stamped notation in the upper right-hand margin reads, “NOTED.”",frus1981-88v41/d242
780773b49548,1,frus1981-88v41,Other archival source,"Source: Reagan Library, 1985 SYS 4 INT, 40651–40699. Secret. Sent for information.",frus1981-88v41/d247
5395ff9aa998,1,frus1981-88v41,Other archival source,"Source: Reagan Library, 1985 SYS 4 INT, 41101–41200. Secret; Noforn; Nocon; [ handling restriction not declassified ]",frus1981-88v41/d78
06fd5f6223d6,1,frus1981-88v41,Other archival source,"Source: Reagan Library, 1985 SYS 4 INT, 411354–41473. Secret. Sent for information. A stamped notation in the upper right-hand margin reads, “NOTED.”",frus1981-88v41/d249
00da24465a93,1,frus1981-88v11,Foreign/International Organization Records,"Source: Reagan Library, 1986 SYS INT 404256–40450. Secret; [ handling restrictions not declassified ]. Prepared by the Strategic Issues Group of the Office of Soviet Analysis. 3 pages not declassified.",frus1981-88v11/d174
aad2339daf7e,1,frus1981-88v06,Other archival source,"Source: Reagan Library, 1987 SYS 4 RWR INT 40151–40200. Secret; Sensitive.",frus1981-88v06/d27
f9f30b24988a,1,frus1981-88v06,Other archival source,"Source: Reagan Library, 1987 SYS 4 RWR INT 40151–40200. Secret. Sent for action. A stamped notation on the memorandum indicates Powell saw it.",frus1981-88v06/d33
4c08664638f1,1,frus1981-88v06,Other archival source,"Source: Reagan Library, 1987 SYS 4 RWR INT 40151–40200. Top Secret; [ codeword not declassified ]. [ The text was redacted in the version of the document on file. ] The meeting took place in the White House Situation Room.",frus1981-88v06/d31
895309e2bc78,1,frus1981-88v06,Other archival source,"Source: Reagan Library, 1987 SYS 4 RWR INT 40151–40200. Top Secret. Prepared by Major. Powell wrote in the upper right-hand margin of the memorandum: “Pres. & VP have seen. CP 25/3”",frus1981-88v06/d28
3c47f9ea2cde,1,frus1981-88v06,Other archival source,"Source: Reagan Library, 1987 SYS 4 RWR INT 40201–40225. Secret. Prepared by Collins and Major. Stamped notations indicate that Carlucci and Powell saw the memorandum.",frus1981-88v06/d49
93482aa45dc1,1,frus1981-88v06,Other archival source,"Source: Reagan Library, 1987 SYS 4 RWR INT 40301–40325. Secret. Copied to Howard Baker. A stamped notation indicates that Reagan saw the memorandum on May 29. Reagan initialed the top right-hand corner of the memorandum.",frus1981-88v06/d53
6b9460d92012,1,frus1981-88v06,Other archival source,"Source: Reagan Library, 1987 SYS 4 RWR INT 40526–40549. Top Secret. The meeting took place in the White House Situation Room.",frus1981-88v06/d61
89f7ab02c059,1,frus1981-88v06,Other archival source,"Source: Reagan Library, 1987 SYS 4 RWR INT 405263–40549. Secret; Sensitive. Reagan initialed the upper right-hand corner of the memorandum.",frus1981-88v06/d62
cac1e49d92fb,1,frus1981-88v01,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, African Affairs Directorate, NSC Records, Subject File, [Africa—General]. Secret; Eyes Only. Sent for information.",frus1981-88v01/d195
080bf4b166f5,1,frus1981-88v01,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, African Affairs Directorate, NSC Records, Subject File, NSC—Policy. No classification marking. Schott Stevens sent the paper to Cockell, Cohen, Danzansky, Dean, Ermarth, Alison Fortier, Barry Kelly, James Kelly, Linhard, Oakley, Rodman, Nicholas Rostow, and Soranzo under a January 26 covering memorandum, writing: “John Negroponte has requested that I circulate the attached ‘1988 Overview,’ which Tom Griscom has prepared as a month-by month sketch of major themes he will be seeking to develop during the remainder of the President’s term in office.” Schott Stevens noted that Negroponte welcomed comments on the paper. (Ibid.)",frus1981-88v01/d318
6d6d5e0be44e,1,frus1981-88v01,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, African Affairs Directorate, NSC Records, Subject File, Presidential Initiatives 1987. Secret. Sent for information.",frus1981-88v01/d294
73dff8b271b5,1,frus1981-88v41,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, African Affairs Directorate, NSC: Records, AF Famine [05/20/84–09/30/84]. Confidential.",frus1981-88v41/d221
4a13400d8209,1,frus1981-88v41,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, African Affairs Directorate, NSC: Records, AF Famine [10/01/84–10/10/84]. Confidential. Sent for information. A copy was sent to Levine. Zerwick initialed for Wettering. A stamped notation in the upper right-hand margin reads, “NOTED.”",frus1981-88v41/d223
2af7e43f92c9,1,frus1981-88v41,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, African Affairs Directorate, NSC: Records, AF Famine [12/03/84–12/31/84]. Secret. Copies to Levine, Ringdahl, Kimmitt, Fortier, and Van Eron.",frus1981-88v41/d228
b1246fdcaac9,1,frus1981-88v41,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, African Affairs Directorate, NSC: Records, AF Famine [12/03/84–12/31/84]. Secret. Sent for information. Drafted by Levine and Ringdahl. Poindexter initialed for McFarlane. There is no indication that Reagan saw the memorandum.",frus1981-88v41/d233
51f83fd42c7a,1,frus1981-88v41,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, African Affairs Directorate, NSC: Records, AF Famine: [02/05/85–11/05/85]. Confidential. Sent for information. Copies were sent to McMinn and Ringdahl.",frus1981-88v41/d240
cb5ead019388,1,frus1981-88v41,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, African Affairs Directorate, NSC: Records, AF Famine: [10/11/84–10/25/84]. Secret. Printed from an unsigned copy.",frus1981-88v41/d225
33e4bb8bf5ca,1,frus1981-88v41,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, African Affairs Directorate, NSC: Records, Ethiopia [1986]. Confidential.",frus1981-88v41/d253
a5471c681c3f,1,frus1981-88v41,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, African Affairs Directorate, NSC: Records, Ethiopia [1986]. Secret. Sent for information to Djibouti. Sent to Khartoum, Mogadishu, and Rome.",frus1981-88v41/d250
240508f5d2f2,1,frus1981-88v41,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, African Affairs Directorate, NSC: Records, Ethiopian Developments—Working File [1984]. Secret; Immediate; Nodis.",frus1981-88v41/d231
d6ad123a0c51,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Alexander Platt Files, Friday Reports 11/01/1987–12/31/1987; NLR–429–4–38–6–4. Confidential. Sent under an April 12 covering memorandum from Poindexter to Reagan recommending he review the briefing memorandum from Wallis. Reagan approved the recommendation with his initials and a checkmark.",frus1981-88v38/d202
a85ad9ee9348,1,frus1981-88v38,Reagan Library - Staff/Subject/Directorate Files,"Source: Reagan Library, Alison Fortier Files, Subject File, Foreign Aid FY 1988. No classification marking.",frus1981-88v38/d397
